elem_index,treatment,period_calendar,treatment_qty,treatment_comment,treatment_reason
6562,cs_resurf,2015,1932,"2CHIP, function: 2, on date: 2015-02-19",committed-4_695_12570_L1
6563,cs_resurf,2015,1932,"2CHIP, function: 2, on date: 2015-02-19",committed-4_695_12570_R1
6565,cs_resurf,2015,3348,"2CHIP, function: 2, on date: 2015-02-19",committed-4_695_12938_L1
6567,cs_resurf,2015,4076.5,"2CHIP, function: 2, on date: 2015-02-19",committed-4_695_12938_R1
6569,cs_resurf,2015,1548.75,"2CHIP, function: 2, on date: 2015-02-19",committed-4_695_13802_L1
6570,cs_resurf,2015,845.25,"1CHIP, function: 2, on date: 2016-01-12",committed-4_695_13990_R1
6571,cs_resurf,2015,6058.5,"1CHIP, function: 2, on date: 2016-01-12",committed-4_695_14097_All
6572,cs_resurf,2015,1365,"1CHIP, function: 2, on date: 2016-01-12",committed-4_696_0_All
6587,cs_resurf,2015,1854,"2CHIP, function: R, on date: 2015-12-15",committed-4_696_7570_All
6589,cs_resurf,2015,2369,"2CHIP, function: R, on date: 2015-12-14",committed-4_696_8670_All
6618,cs_resurf,2015,1224,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_7127_All
6619,cs_resurf,2015,474.3,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_7247_L1
6620,cs_resurf,2015,959.85,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_7247_R1
6621,cs_resurf,2015,3950,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_7340_L1
6623,cs_resurf,2015,316,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_7490_R1
6624,cs_resurf,2015,3199.5,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_7570_R1
6626,cs_resurf,2015,3460.2,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_7581_All
6627,cs_resurf,2015,1275,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_8340_L1
6628,cs_resurf,2015,1071,"1CHIP, function: R, on date: 2015-12-14",committed-4_697_8380_R1
6644,cs_resurf,2015,10050,"1CHIP, function: R, on date: 2015-12-08",committed-4_698_1640_All
6659,cs_resurf,2015,11985,"2CHIP, function: 2, on date: 2016-01-14",committed-4_698_7825_All
6694,cs_resurf,2015,1662.6,"2CHIP, function: 2, on date: 2015-02-16",committed-4_699_11300_All
6695,cs_resurf,2015,4592.4,"2CHIP, function: 2, on date: 2015-02-16",committed-4_699_11463_All
6696,cs_resurf,2015,11764.8,"2CHIP, function: 2, on date: 2015-02-17",committed-4_699_11730_All
6697,cs_resurf,2015,4472,"2CHIP, function: 2, on date: 2015-02-18",committed-4_699_12414_All
6698,cs_resurf,2015,1285.2,"2CHIP, function: 2, on date: 2015-02-18",committed-4_699_12674_All
6738,cs_resurf,2015,12055.4,"1CHIP, function: 2, on date: 2015-12-08",committed-4_700_12914_All
6739,cs_resurf,2015,10137,"COMB, function: R, on date: 2015-02-10",committed-4_700_14020_All
6747,cs_resurf,2015,8160,"1CHIP, function: 2, on date: 2015-12-04",committed-4_700_17480_All
6760,cs_resurf,2015,1943,"2CHIP, function: R, on date: 2015-03-12",committed-4_701_2266_All
6763,cs_resurf,2015,2700,"2CHIP, function: R, on date: 2015-03-13",committed-4_701_2700_All
6832,cs_resurf,2015,1900,"2CHIP, function: R, on date: 2015-11-20",committed-4_704_11140_All
6844,cs_resurf,2015,4400,"1CHIP, function: R, on date: 2015-02-04",committed-4_705_670_All
6847,cs_resurf,2015,11200,"COMB, function: R, on date: 2015-01-29",committed-4_705_3310_All
6914,cs_resurf,2015,4800,"2CHIP, function: R, on date: 2015-01-26",committed-4_709_12040_All
6929,cs_resurf,2015,8673.5,"B/S, function: R, on date: 2015-12-10",committed-4_710_3755_All
6949,cs_resurf,2015,2960,"2CHIP, function: R, on date: 2015-01-26",committed-4_711_12200_All
7030,cs_rehab,2015,5805,"1CHIP, function: 1, on date: 2015-10-16",committed-4_726_13350_All
7035,cs_resurf,2015,1650,"COMB, function: R, on date: 2015-03-02",committed-4_727_2180_All
7036,cs_resurf,2015,3900,"2CHIP, function: R, on date: 2015-03-02",committed-4_727_2400_All
7053,cs_resurf,2015,1827.5,"2CHIP, function: 2, on date: 2015-02-12",committed-4_728_725_All
7054,cs_resurf,2015,2125,"2CHIP, function: 2, on date: 2015-02-12",committed-4_728_940_All
7055,cs_resurf,2015,6035,"2CHIP, function: 2, on date: 2015-02-12",committed-4_728_1190_All
7086,cs_resurf,2015,2625,"1CHIP, function: R, on date: 2015-02-12",committed-4_730_12640_All
7087,cs_resurf,2015,1350,"2CHIP, function: R, on date: 2015-02-12",committed-4_730_12990_All
7090,cs_resurf,2015,3135,"VFILL, function: 2, on date: 2015-03-31",committed-4_730_15010_All
7105,cs_resurf,2015,9125,"COMB, function: 2, on date: 2015-01-27",committed-4_732_0_All
7241,cs_resurf,2015,13356,"2CHIP, function: R, on date: 2015-12-09",committed-4_1305_3945_All
7251,cs_resurf,2015,2432,"COMB, function: 2, on date: 2015-07-22",committed-4_1305_16360_All
7253,cs_resurf,2015,3080,"COMB, function: 2, on date: 2015-07-09",committed-4_1305_16950_All
7255,cs_resurf,2015,1834.8,"2CHIP, function: 2, on date: 2015-07-22",committed-4_1305_17322_All
7396,cs_resurf,2015,1806,"2CHIP, function: R, on date: 2015-03-09",committed-5_984_1305_All
7397,ac_resurf,2015,1932,"SMA, function: R, on date: 2015-05-11",committed-5_984_1520_All
7401,cs_resurf,2015,1927,"2CHIP, function: R, on date: 2015-03-04",committed-5_984_2260_All
7402,cs_resurf,2015,713.4,"2CHIP, function: R, on date: 2015-03-04",committed-5_984_2495_All
7403,cs_resurf,2015,2033.6,"2CHIP, function: R, on date: 2015-03-04",committed-5_984_2582_All
7409,cs_resurf,2015,2520,"VFILL, function: 2, on date: 2015-03-04",committed-5_984_5980_All
7410,cs_resurf,2015,2295,"VFILL, function: 2, on date: 2015-03-04",committed-5_984_6260_All
7412,cs_resurf,2015,540,"VFILL, function: 2, on date: 2015-03-04",committed-5_984_6565_All
7413,cs_resurf,2015,405,"2CHIP, function: 2, on date: 2015-03-09",committed-5_984_6625_All
7425,cs_resurf,2015,1222,"2CHIP, function: R, on date: 2015-03-05",committed-5_984_10530_All
7461,cs_resurf,2015,6107.4,"2CHIP, function: R, on date: 2015-02-13",committed-5_987_3828_All
7469,cs_resurf,2015,3043.8,"2CHIP, function: R, on date: 2015-02-11",committed-5_988_1518_All
7473,cs_resurf,2015,5287,"2CHIP, function: R, on date: 2015-02-11",committed-5_988_3173_All
7507,cs_resurf,2015,1764,"2CHIP, function: R, on date: 2015-02-12",committed-5_989_3160_All
7509,cs_resurf,2015,974.4,"2CHIP, function: R, on date: 2015-02-12",committed-5_989_3500_All
7515,cs_resurf,2015,1032.4,"2CHIP, function: R, on date: 2015-02-11",committed-5_989_5354_All
7516,cs_resurf,2015,1513,"2CHIP, function: R, on date: 2015-02-11",committed-5_989_5470_All
7517,cs_resurf,2015,890,"2CHIP, function: R, on date: 2015-02-11",committed-5_989_5640_All
7518,cs_resurf,2015,1869,"2CHIP, function: R, on date: 2015-02-11",committed-5_989_5740_All
7519,cs_resurf,2015,2776.8,"2CHIP, function: R, on date: 2015-02-11",committed-5_989_5950_All
7523,cs_resurf,2015,1575.3,"2CHIP, function: R, on date: 2015-02-12",committed-5_989_6880_All
7526,cs_resurf,2015,1797.8,"2CHIP, function: R, on date: 2015-02-12",committed-5_989_7539_All
7614,cs_resurf,2015,3955.8,"2CHIP, function: R, on date: 2015-02-17",committed-5_994_2825_All
7616,cs_resurf,2015,3648,"2CHIP, function: R, on date: 2015-03-17",committed-5_994_3261_All
7713,cs_resurf,2015,10863,"2CHIP, function: R, on date: 2015-02-17",committed-5_1007_14910_All
7714,cs_resurf,2015,1487.5,"2CHIP, function: R, on date: 2015-02-17",committed-5_1007_16188_All
7804,cs_resurf,2015,1304,"2CHIP, function: R, on date: 2015-03-31",committed-5_1027_10620_All
7830,cs_resurf,2015,9924,"2CHIP, function: R, on date: 2015-03-11",committed-5_1029_10453_All
7841,cs_resurf,2015,2721.6,"TEXT, function: 2, on date: 2015-01-08",committed-5_1029_16580_All
7842,cs_resurf,2015,1587.2,"TEXT, function: R, on date: 2015-01-08",committed-5_1033_0_All
7845,cs_rehab,2015,2286.5,"1CHIP, function: 1, on date: 2015-03-01",committed-5_1033_900_All
7886,cs_resurf,2015,900,"2CHIP, function: R, on date: 2015-03-11",committed-5_1035_3160_All
7928,cs_resurf,2015,2295,"2CHIP, function: R, on date: 2015-04-11",committed-5_1091_8320_All
7932,cs_resurf,2015,4726,"2CHIP, function: 2, on date: 2015-04-11",committed-5_1091_9950_All
7933,cs_rehab,2015,1649,"1CHIP, function: 1, on date: 2015-02-14",committed-5_1091_10506_All
7936,cs_rehab,2015,1978,"1CHIP, function: 1, on date: 2015-02-28",committed-5_1091_11120_All
8283,cs_resurf,2015,3784,"2CHIP, function: R, on date: 2015-02-05",committed-5_1257_4065_All
8288,cs_resurf,2015,6246,"COMB, function: R, on date: 2015-02-04",committed-5_1257_6090_All
8289,cs_resurf,2015,7092,"VFILL, function: 2, on date: 2015-02-04",committed-5_1257_6784_All
8295,cs_resurf,2015,2655,"2CHIP, function: R, on date: 2015-02-04",committed-5_1257_9610_All
8304,cs_resurf,2015,13325,"2CHIP, function: 2, on date: 2015-02-03",committed-5_1257_12700_All
8336,cs_rehab,2015,4258.8,"2CHIP, function: 1, on date: 2015-03-21",committed-5_1261_7703_All
8364,cs_resurf,2015,1892,"VFILL, function: 2, on date: 2015-03-05",committed-5_1264_724_All
8370,cs_resurf,2015,5931.2,"VFILL, function: 2, on date: 2015-02-05",committed-5_1264_2801_All
8371,cs_resurf,2015,3301.5,"COMB, function: 2, on date: 2015-02-05",committed-5_1264_3475_All
8384,cs_resurf,2015,1800,"2CHIP, function: R, on date: 2015-02-05",committed-5_1264_9235_All
8387,cs_resurf,2015,1120,"2CHIP, function: R, on date: 2015-03-03",committed-5_1264_10280_All
8388,cs_resurf,2015,2080,"2CHIP, function: R, on date: 2015-03-03",committed-5_1264_10420_All
8389,cs_resurf,2015,1256,"2CHIP, function: R, on date: 2015-03-03",committed-5_1264_10680_All
8393,cs_resurf,2015,960,"2CHIP, function: R, on date: 2015-03-05",committed-5_1264_11260_All
8394,cs_resurf,2015,1520,"2CHIP, function: R, on date: 2015-03-05",committed-5_1264_11380_All
8411,ac_resurf,2015,2116.5,"SMA, function: R, on date: 2015-05-06",committed-5_1268_1762_All
8424,cs_resurf,2015,2024,"2CHIP, function: R, on date: 2015-03-09",committed-5_1268_5760_All
8432,cs_resurf,2015,2612.4,"VFILL, function: 2, on date: 2015-02-06",committed-5_1351_159_All
8433,cs_resurf,2015,1680,"VFILL, function: 2, on date: 2015-02-06",committed-5_1351_470_All
8434,cs_resurf,2015,4746,"VFILL, function: 2, on date: 2015-02-06",committed-5_1351_670_All
8456,cs_resurf,2015,1260,"VFILL, function: 2, on date: 2015-03-10",committed-5_1351_10895_All
8457,cs_resurf,2015,10038,"VFILL, function: 2, on date: 2015-03-10",committed-5_1351_11045_All
8467,cs_resurf,2015,2940,"2CHIP, function: R, on date: 2015-03-14",committed-5_1351_14465_All
8475,cs_rehab,2015,2920,"2CHIP, function: 1, on date: 2015-02-07",committed-5_1352_1430_All
8477,cs_resurf,2015,5704,"VFILL, function: 2, on date: 2015-03-10",committed-5_1352_2582_All
8500,cs_rehab,2015,2040,"2CHIP, function: 1, on date: 2015-01-22",committed-5_1352_15210_All
8524,cs_resurf,2015,2892.5,"2CHIP, function: R, on date: 2015-02-25",committed-5_1354_4770_All
8541,cs_resurf,2015,14090.4,"2CHIP, function: R, on date: 2015-02-24",committed-5_1354_14030_All
8550,cs_resurf,2015,1833.4,"1CHIP, function: R, on date: 2015-02-24",committed-5_1355_4440_All
8620,cs_resurf,2015,3720,"2CHIP, function: R, on date: 2015-02-09",committed-5_1643_2110_All
8622,cs_resurf,2015,4956,"2CHIP, function: R, on date: 2015-02-10",committed-5_1643_2610_All
8623,cs_resurf,2015,12381.6,"2CHIP, function: R, on date: 2015-02-10",committed-5_1643_3200_All
8626,cs_resurf,2015,1302,"2CHIP, function: R, on date: 2015-02-10",committed-5_1643_5580_All
8644,cs_resurf,2015,2387,"2CHIP, function: R, on date: 2015-02-23",committed-5_1645_720_All
8656,cs_resurf,2015,1100,"2CHIP, function: R, on date: 2015-02-23",committed-5_1645_5775_All
8729,cs_resurf,2015,2896.8,"2CHIP, function: R, on date: 2015-03-31",committed-5_1689_3296_All
8733,cs_resurf,2015,2754,"2CHIP, function: R, on date: 2015-03-31",committed-5_1689_4150_All
8744,cs_resurf,2015,7249.4,"TEXT, function: R, on date: 2015-01-09",committed-5_1689_8925_All
8760,cs_rehab,2015,1479,"1CHIP, function: 1, on date: 2015-03-10",committed-5_1690_4140_All
8823,cs_resurf,2015,3469.5,"2CHIP, function: R, on date: 2015-02-18",committed-5_2774_3283_All
8844,cs_resurf,2015,1862,"2CHIP, function: R, on date: 2015-03-31",committed-5_3609_4730_All
8846,cs_rehab,2015,3790,"1CHIP, function: 1, on date: 2015-11-14",committed-5_3609_5466_All
8901,cs_resurf,2015,1890,"2CHIP, function: R, on date: 2014-12-04",committed-6_1311_2590_All
8902,cs_resurf,2015,2100,"2CHIP, function: R, on date: 2014-12-04",committed-6_1311_2770_All
8934,cs_resurf,2015,1696,"COMB, function: R, on date: 2015-03-02",committed-6_1312_3880_All
8935,cs_resurf,2015,1547.6,"COMB, function: R, on date: 2015-03-02",committed-6_1312_4040_All
8937,cs_resurf,2015,4356.6,"2CHIP, function: R, on date: 2015-03-03",committed-6_1312_4369_All
8946,cs_resurf,2015,9699.6,"2CHIP, function: R, on date: 2015-03-02",committed-6_1312_7797_All
9023,cs_resurf,2015,2754,"2CHIP, function: R, on date: 2014-11-26",committed-6_1315_13370_All
9024,cs_resurf,2015,2264.4,"2CHIP, function: R, on date: 2014-11-26",committed-6_1315_13640_All
9070,cs_resurf,2015,3604,"2CHIP, function: 2, on date: 2014-11-27",committed-6_1317_6260_All
9162,cs_resurf,2015,2795.9,"2CHIP, function: R, on date: 2015-03-10",committed-6_1404_11337_All
9185,cs_resurf,2015,850.5,"1CHIP, function: 2, on date: 2015-01-14",committed-6_1409_0_All
9186,cs_resurf,2015,1239,"1CHIP, function: 2, on date: 2015-01-14",committed-6_1409_81_All
9198,cs_resurf,2015,7125,"1CHIP, function: 2, on date: 2015-01-13",committed-6_1409_4000_All
9199,cs_resurf,2015,1643.5,"1CHIP, function: 2, on date: 2015-01-13",committed-6_1409_4750_All
9221,ac_resurf,2015,1100,"SMA, function: R, on date: 2015-03-16",committed-6_1412_1795_All
9235,cs_resurf,2015,3534,"2CHIP, function: R, on date: 2014-12-03",committed-6_1412_8805_All
9257,cs_resurf,2015,2100,"2CHIP, function: R, on date: 2014-12-02",committed-6_1414_5910_All
9267,cs_resurf,2015,1875.8,"2CHIP, function: R, on date: 2014-12-02",committed-6_1414_10964_All
9268,cs_resurf,2015,1411,"2CHIP, function: R, on date: 2014-12-02",committed-6_1414_11190_All
9308,cs_resurf,2015,2777.8,"VFILL, function: 2, on date: 2015-03-13",committed-6_1420_307_All
9309,cs_rehab,2015,1376,"2CHIP, function: 1, on date: 2015-02-14",committed-6_1420_630_All
9310,cs_resurf,2015,946,"VFILL, function: R, on date: 2015-03-13",committed-6_1420_790_All
9314,cs_resurf,2015,4110.8,"VFILL, function: 2, on date: 2015-03-13",committed-6_1420_2222_All
9377,cs_resurf,2015,1820,"COMB, function: R, on date: 2015-02-20",committed-6_1422_669_All
9378,cs_resurf,2015,3370,"RACK, function: R, on date: 2015-02-20",committed-6_1422_851_All
9384,cs_resurf,2015,6720,"VFILL, function: 2, on date: 2015-03-13",committed-6_1422_3398_All
9387,cs_resurf,2015,4968,"COMB, function: R, on date: 2014-12-04",committed-6_1423_110_All
9416,cs_resurf,2015,3720.6,"RACK, function: R, on date: 2014-12-03",committed-6_1423_15000_All
9440,cs_resurf,2015,5544,"2CHIP, function: R, on date: 2015-02-20",committed-6_1426_6884_All
9449,cs_rehab,2015,2756,"2CHIP, function: 1, on date: 2015-03-19",committed-6_1426_10540_All
9491,cs_resurf,2015,5320,"2CHIP, function: R, on date: 2015-02-26",committed-6_1441_0_All
9508,cs_resurf,2015,563.3333333,"2CHIP, function: R, on date: 2015-02-25",committed-6_1441_4095_L1
9509,cs_resurf,2015,1191.666667,"2CHIP, function: R, on date: 2015-02-25",committed-6_1441_4225_L1
9510,cs_resurf,2015,1191.666667,"2CHIP, function: R, on date: 2015-02-25",committed-6_1441_4225_R1
9516,cs_resurf,2015,1347.666667,"COMB, function: R, on date: 2015-02-25",committed-6_1441_5312_L1
9517,cs_resurf,2015,1269.666667,"COMB, function: R, on date: 2015-02-25",committed-6_1441_5320_R1
9548,cs_resurf,2015,2178,"1CHIP, function: 2, on date: 2014-12-12",committed-6_1442_5400_All
9549,cs_resurf,2015,3762,"1CHIP, function: 2, on date: 2014-12-12",committed-6_1442_5620_All
9617,cs_resurf,2015,2992.8,"COMB, function: R, on date: 2015-02-19",committed-6_1560_8276_All
9619,cs_resurf,2015,3253.8,"COMB, function: R, on date: 2015-02-19",committed-6_1560_9026_All
9681,ac_resurf,2015,1701.5,"SMA, function: R, on date: 2015-03-10",committed-6_1562_10995_All
9835,cs_resurf,2015,216,"2CHIP, function: R, on date: 2014-11-27",committed-6_1567_840_All
9836,cs_resurf,2015,2376,"2CHIP, function: R, on date: 2014-11-27",committed-6_1567_870_All
9859,cs_resurf,2015,1732.8,"2CHIP, function: R, on date: 2015-02-25",committed-6_1567_8552_All
9873,cs_resurf,2015,2450,"2CHIP, function: R, on date: 2014-11-27",committed-6_1568_1723_All
9875,cs_resurf,2015,721,"2CHIP, function: R, on date: 2014-11-27",committed-6_1568_2147_All
9876,ac_resurf,2015,2310,"SMA, function: R, on date: 2015-04-30",committed-6_1568_2250_All
9878,ac_resurf,2015,700,"SMA, function: R, on date: 2015-05-01",committed-6_1568_2670_All
9880,ac_resurf,2015,700,"SMA, function: R, on date: 2015-05-02",committed-6_1568_2850_All
9883,cs_resurf,2015,2758,"2CHIP, function: R, on date: 2015-02-25",committed-6_1568_3154_All
9884,cs_resurf,2015,3965.8,"2CHIP, function: R, on date: 2015-02-25",committed-6_1568_3548_All
9892,ac_resurf,2015,377.2,"SMA, function: R, on date: 2015-05-04",committed-6_1568_4954_All
9931,cs_resurf,2015,2088,"2CHIP, function: R, on date: 2015-02-25",committed-6_1569_6560_All
9932,cs_resurf,2015,739.5,"2CHIP, function: R, on date: 2015-02-25",committed-6_1569_6800_All
9967,ac_resurf,2015,1153.4,"SMA, function: R, on date: 2015-05-07",committed-6_1570_5833_All
10008,cs_resurf,2015,2196,"2CHIP, function: R, on date: 2015-03-06",committed-6_1571_3790_All
10029,cs_resurf,2015,2028,"2CHIP, function: R, on date: 2015-03-07",committed-6_1571_11380_All
10059,cs_resurf,2015,3825,"2CHIP, function: R, on date: 2015-03-09",committed-6_1573_4060_All
10060,cs_resurf,2015,1011.5,"2CHIP, function: R, on date: 2015-03-09",committed-6_1573_4510_All
10064,cs_rehab,2015,498,"2CHIP, function: 1, on date: 2015-04-22",committed-6_1573_4820_L1
10091,cs_resurf,2015,1386,"VFILL, function: 2, on date: 2015-02-26",committed-6_1574_1650_All
10105,cs_resurf,2015,2511,"2CHIP, function: 2, on date: 2015-03-09",committed-6_1574_5520_All
10139,cs_resurf,2015,3852,"2CHIP, function: R, on date: 2015-03-10",committed-6_1574_14340_All
10140,cs_resurf,2015,6420,"2CHIP, function: R, on date: 2015-03-10",committed-6_1574_14700_All
10149,cs_resurf,2015,425,"1CHIP, function: R, on date: 2015-03-03",committed-6_1575_2200_All
10157,cs_resurf,2015,5184,"VFILL, function: R, on date: 2015-03-05",committed-6_1575_3974_All
10179,ac_resurf,2015,693,"SMA, function: R, on date: 2015-04-19",committed-6_1575_9762_All
10181,ac_resurf,2015,1044,"SMA, function: R, on date: 2015-04-21",committed-6_1575_9880_All
10182,ac_resurf,2015,713.4,"SMA, function: R, on date: 2015-04-21",committed-6_1575_10000_All
10239,cs_resurf,2015,4115.1,"COMB, function: R, on date: 2014-12-05",committed-6_1576_14827_All
10244,cs_rehab,2015,1320,"2CHIP, function: 1, on date: 2014-12-08",committed-6_1577_920_All
10245,cs_rehab,2015,3520,"2CHIP, function: 1, on date: 2014-12-08",committed-6_1577_1070_All
10264,cs_resurf,2015,5137.6,"2CHIP, function: R, on date: 2014-12-04",committed-6_1577_6564_All
10313,cs_rehab,2015,3810,"2CHIP, function: 1, on date: 2015-02-25",committed-6_1578_8717_All
10356,ac_resurf,2015,1238.8,"SMA, function: R, on date: 2015-03-18",committed-6_1750_5770_All
10466,cs_resurf,2015,6947.1,"RACK, function: R, on date: 2015-03-17",committed-6_2525_3623_All
10468,cs_resurf,2015,3240,"COMB, function: R, on date: 2015-03-17",committed-6_2525_4740_All
10496,cs_resurf,2015,1585.7,"2CHIP, function: R, on date: 2015-02-25",committed-6_2529_921_All
10551,cs_resurf,2015,4828.8,"1CHIP, function: 2, on date: 2015-03-10",committed-6_3382_5997_All
10611,cs_resurf,2015,1061.4,"B/S, function: R, on date: 2015-01-29",committed-7_435_1698_All
10612,cs_resurf,2015,1800.9,"B/S, function: R, on date: 2015-01-29",committed-7_435_1820_All
