elem_index,treatment,period_calendar,treatment_qty,treatment_comment,treatment_reason
12606,cs_resurf,2017,2924,"RACK, function: R, on date: 2017-02-15",committed-8_941_7060_All
12638,cs_resurf,2017,1156,"2CHIP, function: R, on date: 2017-02-11",committed-8_942_1335_All
12685,cs_resurf,2017,20274,"2CHIP, function: R, on date: 2017-12-07",committed-8_949_1410_All
12692,cs_resurf,2017,2808,"2CHIP, function: R, on date: 2017-03-27",committed-8_949_10580_All
12704,cs_resurf,2017,1725,"2CHIP, function: R, on date: 2017-03-27",committed-8_950_1150_All
12710,cs_resurf,2017,750,"2CHIP, function: R, on date: 2017-11-15",committed-8_950_7360_All
12883,cs_resurf,2017,4592,"COMB, function: R, on date: 2017-10-28",committed-8_1668_9080_All
12899,cs_resurf,2017,2048,"2CHIP, function: R, on date: 2017-03-14",committed-8_1669_12180_All
12922,cs_resurf,2017,1335,"2CHIP, function: R, on date: 2017-03-14",committed-8_1674_1870_All
12926,cs_resurf,2017,8544,"COMB, function: R, on date: 2018-01-12",committed-8_1674_2340_All
12927,cs_resurf,2017,3026,"2CHIP, function: R, on date: 2017-03-15",committed-8_1674_3300_All
12933,cs_resurf,2017,1984,"2CHIP, function: R, on date: 2017-03-15",committed-8_1674_5830_All
12934,cs_resurf,2017,456,"2CHIP, function: R, on date: 2017-03-15",committed-8_1674_6078_All
12935,cs_resurf,2017,1960,"2CHIP, function: R, on date: 2017-03-15",committed-8_1674_6135_All
12944,cs_resurf,2017,7128,"COMB, function: R, on date: 2018-01-12",committed-8_1674_9330_All
12975,cs_resurf,2017,2970,"3CHIP, function: R, on date: 2017-04-11",committed-8_2095_230_All
12976,cs_resurf,2017,2211,"2CHIP, function: R, on date: 2018-01-17",committed-8_2095_680_All
12981,cs_resurf,2017,4950,"COMB, function: R, on date: 2018-01-16",committed-8_2095_3600_All
12983,cs_resurf,2017,10560,"COMB, function: R, on date: 2018-01-16",committed-8_2095_4600_All
12986,cs_resurf,2017,7260,"COMB, function: R, on date: 2018-01-12",committed-8_2095_7000_All
13014,cs_resurf,2017,1520,"2CHIP, function: R, on date: 2018-01-11",committed-8_2095_21340_All
13020,cs_resurf,2017,1125,"2CHIP, function: R, on date: 2017-03-02",committed-8_2587_2060_All
13041,cs_resurf,2017,1500,"2CHIP, function: R, on date: 2017-03-02",committed-8_2587_13130_All
13055,cs_resurf,2017,1050,"2CHIP, function: R, on date: 2017-03-04",committed-8_2588_9050_All
13070,cs_resurf,2017,3600,"2CHIP, function: R, on date: 2017-03-05",committed-8_2589_2670_All
13077,cs_resurf,2017,1762.5,"2CHIP, function: R, on date: 2017-11-03",committed-8_2589_5015_All
13080,cs_resurf,2017,5512.5,"2CHIP, function: R, on date: 2017-10-30",committed-8_2589_6100_All
13081,cs_resurf,2017,2737.5,"COMB, function: R, on date: 2017-10-30",committed-8_2589_6835_All
13127,cs_resurf,2017,9898.7,"1CHIP, function: R, on date: 2017-04-08",committed-8_2728_15518_All
13223,cs_resurf,2017,4590,"2CHIP, function: R, on date: 2017-03-14",committed-9_1244_7566_All
13271,ac_resurf,2017,3248,"SMA, function: R, on date: 2017-03-16",committed-9_1248_464_All
13290,cs_resurf,2017,3828,"TEXT, function: 2, on date: 2017-02-09",committed-9_1252_1305_All
13325,ac_resurf,2017,5332,"UTA, function: R, on date: 2017-05-28",committed-9_1387_80_All
13381,cs_resurf,2017,4807,"2CHIP, function: 2, on date: 2017-03-31",committed-9_1398_11442_All
13394,cs_resurf,2017,1202.8,"2CHIP, function: R, on date: 2017-01-16",committed-9_1398_14765_All
13508,cs_resurf,2017,2597.4,"COMB, function: 2, on date: 2016-11-29",committed-9_1447_2729_All
13519,cs_resurf,2017,3245.2,"2CHIP, function: R, on date: 2016-11-30",committed-9_1447_11891_All
13532,cs_resurf,2017,12006,"1CHIP, function: R, on date: 2017-05-01",committed-9_1501_7308_All
13585,cs_resurf,2017,5530.4,"1CHIP, function: R, on date: 2017-03-21",committed-9_1529_12100_All
13604,cs_resurf,2017,4305,"2CHIP, function: 2, on date: 2017-02-10",committed-9_1579_400_All
13728,cs_resurf,2017,2387.7,"TEXT, function: 2, on date: 2017-02-07",committed-9_1581_11236_All
13766,cs_resurf,2017,4460.8,"2CHIP, function: R, on date: 2017-03-31",committed-9_1729_1558_All
13784,ac_resurf,2017,9206.4,"UTA, function: R, on date: 2017-11-02",committed-9_1851_2855_All
13850,cs_resurf,2017,5242.7,"2CHIP, function: 2, on date: 2017-02-11",committed-9_2507_4295_All
13870,cs_resurf,2017,1200,"2CHIP, function: 2, on date: 2017-03-16",committed-9_2507_10535_All
13871,cs_resurf,2017,1380,"2CHIP, function: 2, on date: 2017-03-16",committed-9_2507_10635_All
13926,cs_resurf,2017,15948.8,"2CHIP, function: 2, on date: 2017-02-15",committed-9_2531_262_All
13927,cs_resurf,2017,7028.1,"2CHIP, function: 2, on date: 2017-02-15",committed-9_2531_1158_All
13997,ac_resurf,2017,1764,"SMA, function: R, on date: 2017-05-10",committed-9_2595_12513_All
14048,cs_resurf,2017,3128,"2CHIP, function: R, on date: 2017-02-08",committed-9_2603_4434_All
14069,ac_resurf,2017,1859,"SMA, function: R, on date: 2017-03-24",committed-9_2604_1251_All
14109,cs_resurf,2017,1474.6,"2CHIP, function: R, on date: 2017-11-20",committed-9_2634_4460_All
14110,cs_resurf,2017,2727,"2CHIP, function: R, on date: 2017-11-20",committed-9_2634_4606_All
14142,cs_resurf,2017,5060,"2CHIP, function: R, on date: 2017-03-15",committed-9_2806_11060_All
14150,cs_resurf,2017,11928,"2CHIP, function: R, on date: 2017-03-16",committed-9_2821_2402_All
14158,cs_resurf,2017,7140,"1CHIP, function: R, on date: 2017-03-13",committed-9_2821_7344_All
14159,cs_resurf,2017,10238.4,"1CHIP, function: R, on date: 2017-03-13",committed-9_2821_7944_All
14193,cs_resurf,2017,2338.1,"2CHIP, function: R, on date: 2017-01-17",committed-9_3210_2886_All
14564,cs_resurf,2017,4445,"1CHIP, function: R, on date: 2017-03-31",committed-9_3959_4544_All
14565,cs_resurf,2017,4191,"1CHIP, function: 2, on date: 2017-03-17",committed-9_3959_4894_All
14674,cs_resurf,2017,1062.6,"2CHIP, function: R, on date: 2017-01-23",committed-10_321_146_All
14675,cs_resurf,2017,4071,"2CHIP, function: R, on date: 2017-01-23",committed-10_321_300_All
14704,cs_resurf,2017,1848,"1CHIP, function: R, on date: 2017-01-24",committed-10_321_9961_All
14705,cs_resurf,2017,1620,"RACK, function: R, on date: 2017-01-24",committed-10_321_10115_All
14706,cs_resurf,2017,2124,"RACK, function: R, on date: 2017-01-24",committed-10_321_10250_All
14707,cs_resurf,2017,354,"RACK, function: R, on date: 2017-01-24",committed-10_321_10395_L1
14717,cs_resurf,2017,3264,"RACK, function: R, on date: 2017-01-23",committed-10_322_829_All
14718,cs_resurf,2017,1344,"1CHIP, function: R, on date: 2017-01-23",committed-10_322_1237_All
14725,cs_resurf,2017,435.2,"2CHIP, function: R, on date: 2017-01-25",committed-10_322_3123_All
14748,cs_resurf,2017,1479,"2CHIP, function: R, on date: 2016-11-28",committed-10_323_45_All
14749,cs_resurf,2017,5023.5,"2CHIP, function: R, on date: 2016-11-28",committed-10_323_219_All
14770,cs_resurf,2017,2380,"2CHIP, function: R, on date: 2016-11-28",committed-10_323_9840_All
14772,cs_resurf,2017,3060,"2CHIP, function: R, on date: 2016-11-28",committed-10_323_10140_All
14779,cs_resurf,2017,3199.5,"2CHIP, function: R, on date: 2016-11-29",committed-10_323_12435_All
14783,cs_resurf,2017,972,"2CHIP, function: R, on date: 2016-11-29",committed-10_323_14590_All
14785,cs_resurf,2017,2373.3,"2CHIP, function: R, on date: 2016-11-29",committed-10_323_15385_All
14787,cs_resurf,2017,2863.8,"2CHIP, function: R, on date: 2016-11-29",committed-10_324_0_All
14789,cs_resurf,2017,1887,"2CHIP, function: R, on date: 2016-11-29",committed-10_324_565_All
14829,cs_resurf,2017,2597.9,"2CHIP, function: R, on date: 2017-01-24",committed-10_325_1513_All
14844,cs_resurf,2017,2730.7,"2CHIP, function: R, on date: 2017-01-24",committed-10_325_4960_All
14886,cs_resurf,2017,6976.8,"2CHIP, function: R, on date: 2017-01-25",committed-10_325_14507_All
14917,cs_resurf,2017,5386.3,"RACK, function: R, on date: 2016-11-28",committed-10_341_1675_All
14938,cs_resurf,2017,3767.4,"RACK, function: R, on date: 2016-11-23",committed-10_342_1382_All
14955,cs_resurf,2017,3417.6,"2CHIP, function: R, on date: 2016-11-24",committed-10_343_4066_All
14990,cs_resurf,2017,886.6,"2CHIP, function: R, on date: 2016-11-24",committed-10_344_6103_All
15023,cs_resurf,2017,1303.9,"2CHIP, function: R, on date: 2016-11-24",committed-10_346_10700_All
15067,cs_resurf,2017,1689.6,"2CHIP, function: R, on date: 2017-03-06",committed-10_348_1120_All
15090,cs_resurf,2017,636.4,"2CHIP, function: R, on date: 2017-03-06",committed-10_348_8161_All
15104,cs_resurf,2017,10908,"2CHIP, function: R, on date: 2016-11-23",committed-10_348_13520_All
15137,cs_resurf,2017,2903.6,"2CHIP, function: R, on date: 2016-11-23",committed-10_350_6590_All
15145,cs_resurf,2017,1128.8,"2CHIP, function: R, on date: 2016-11-23",committed-10_350_9524_All
15157,cs_resurf,2017,9890.3,"2CHIP, function: R, on date: 2016-11-22",committed-10_351_3968_All
15159,cs_resurf,2017,3145.3,"2CHIP, function: R, on date: 2016-11-22",committed-10_351_5937_All
15215,cs_resurf,2017,5681.4,"RACK, function: R, on date: 2017-01-31",committed-10_1344_3835_All
15233,cs_resurf,2017,2502.9,"RACK, function: R, on date: 2017-01-31",committed-10_1344_11822_All
15288,cs_resurf,2017,2770.2,"2CHIP, function: R, on date: 2017-03-22",committed-10_1362_7646_All
15312,cs_resurf,2017,1130,"RACK, function: R, on date: 2016-12-13",committed-10_1374_1040_All
15313,cs_resurf,2017,1356,"RACK, function: R, on date: 2016-12-13",committed-10_1374_1140_All
15321,cs_resurf,2017,10784.4,"RACK, function: R, on date: 2016-12-13",committed-10_1374_6490_All
15332,cs_resurf,2017,3844,"RACK, function: R, on date: 2016-12-05",committed-10_1375_1475_All
15363,cs_resurf,2017,2632,"RACK, function: R, on date: 2016-12-05",committed-10_1376_8445_All
15365,cs_resurf,2017,2528.6,"RACK, function: R, on date: 2016-12-05",committed-10_1376_8900_All
15400,cs_resurf,2017,9145.5,"1CHIP, function: R, on date: 2017-02-23",committed-10_1453_3446_All
15401,cs_resurf,2017,1176,"RACK, function: R, on date: 2017-02-23",committed-10_1454_0_All
15438,ac_resurf,2017,734.7,"SMA, function: R, on date: 2017-04-08",committed-10_1457_1015_L1
15450,ac_resurf,2017,1058.4,"SMA, function: R, on date: 2017-04-10",committed-10_1458_934_R1
15541,cs_resurf,2017,955.8,"RACK, function: R, on date: 2017-02-09",committed-10_1470_4075_All
15542,cs_resurf,2017,3732.3,"RACK, function: R, on date: 2017-02-09",committed-10_1470_4156_All
15543,cs_resurf,2017,2407.5,"2CHIP, function: R, on date: 2017-02-09",committed-10_1470_4475_All
15561,cs_resurf,2017,1520,"RACK, function: R, on date: 2016-11-30",committed-10_1583_5980_All
15585,cs_resurf,2017,28620,"1CHIP, function: R, on date: 2016-11-28",committed-10_1584_13280_All
15586,cs_resurf,2017,17854,"1CHIP, function: R, on date: 2016-11-28",committed-10_1584_16460_All
15587,cs_resurf,2017,1872,"1CHIP, function: R, on date: 2016-11-28",committed-10_1584_18040_All
15680,cs_resurf,2017,6098.4,"2CHIP, function: R, on date: 2017-03-04",committed-10_1894_5766_All
15768,cs_resurf,2017,3252.6,"2CHIP, function: R, on date: 2017-02-01",committed-10_1898_5493_All
15772,cs_resurf,2017,6255.6,"2CHIP, function: R, on date: 2017-02-01",committed-10_1898_6601_All
15794,cs_resurf,2017,3888,"RACK, function: R, on date: 2017-01-18",committed-10_1906_3000_All
15802,cs_resurf,2017,3003,"2CHIP, function: R, on date: 2017-01-18",committed-10_1906_5795_All
15803,cs_resurf,2017,1482,"2CHIP, function: R, on date: 2017-01-17",committed-10_1906_6180_All
15804,cs_resurf,2017,3042,"2CHIP, function: R, on date: 2017-01-17",committed-10_1906_6370_All
15805,cs_resurf,2017,1263.6,"2CHIP, function: R, on date: 2017-01-17",committed-10_1906_6760_All
15806,cs_resurf,2017,1271.4,"2CHIP, function: R, on date: 2017-01-17",committed-10_1906_6922_All
15810,cs_resurf,2017,2964.5,"RACK, function: R, on date: 2017-01-18",committed-10_1906_8390_All
15845,cs_resurf,2017,1891.4,"RACK, function: R, on date: 2017-02-01",committed-10_1909_7699_All
16059,cs_resurf,2017,2898,"RACK, function: R, on date: 2017-01-26",committed-10_2509_1435_All
16072,cs_resurf,2017,4644,"RACK, function: R, on date: 2017-02-02",committed-10_2509_5750_All
16076,cs_resurf,2017,5891,"1CHIP, function: R, on date: 2017-02-02",committed-10_2509_7300_All
16175,cs_resurf,2017,7139,"2CHIP, function: R, on date: 2017-03-02",committed-10_2833_13822_All
16188,cs_resurf,2017,3780,"RACK, function: R, on date: 2017-03-02",committed-10_2833_17030_All
16214,cs_resurf,2017,2950,"RACK, function: R, on date: 2017-02-25",committed-10_2837_1620_All
16216,cs_resurf,2017,768.6,"2CHIP, function: R, on date: 2017-02-25",committed-10_2837_1939_All
16218,cs_resurf,2017,4224.5,"2CHIP, function: R, on date: 2017-02-25",committed-10_2837_2320_All
16230,cs_resurf,2017,2464.5,"2CHIP, function: R, on date: 2017-02-22",committed-10_3069_570_All
16242,cs_resurf,2017,2027.4,"2CHIP, function: R, on date: 2017-02-22",committed-10_3069_2943_All
16254,cs_resurf,2017,2151.3,"RACK, function: R, on date: 2017-02-22",committed-10_3069_5787_All
16324,cs_resurf,2017,4440,"RACK, function: R, on date: 2017-03-02",committed-13_375_5120_All
16364,cs_resurf,2017,5880,"RACK, function: R, on date: 2017-03-02",committed-13_376_5450_All
16374,cs_resurf,2017,2715,"TEXT, function: R, on date: 2017-03-06",committed-13_376_9650_All
16375,cs_resurf,2017,1275,"RACK, function: R, on date: 2017-03-06",committed-13_376_10012_All
16547,cs_rehab,2017,2043,"2CHIP, function: 1, on date: 2017-03-17",committed-13_386_63_All
16548,cs_rehab,2017,3735,"2CHIP, function: 1, on date: 2017-03-17",committed-13_386_290_All
16657,cs_resurf,2017,8400,"RACK, function: R, on date: 2017-02-14",committed-13_388_1170_All
16702,cs_resurf,2017,500,"RACK, function: R, on date: 2017-04-07",committed-13_412_0_All
16714,cs_resurf,2017,6527,"1CHIP, function: R, on date: 2017-01-26",committed-13_412_6670_All
16781,cs_resurf,2017,7899.6,"1CHIP, function: R, on date: 2017-01-24",committed-13_421_11780_All
16861,cs_resurf,2017,3145,"2CHIP, function: R, on date: 2017-03-20",committed-13_437_2060_All
16885,cs_resurf,2017,7314,"2CHIP, function: R, on date: 2017-02-15",committed-13_437_9250_All
16901,cs_resurf,2017,1900,"2CHIP, function: R, on date: 2017-03-22",committed-13_438_1280_All
16902,cs_resurf,2017,5000,"RACK, function: R, on date: 2017-04-01",committed-13_438_1470_All
17003,cs_rehab,2017,2610.2,"2CHIP, function: 1, on date: 2016-12-25",committed-13_446_11312_All
17009,cs_rehab,2017,1531.8,"2CHIP, function: 1, on date: 2017-01-03",committed-13_447_1394_All
17017,cs_resurf,2017,2152.8,"2CHIP, function: 2, on date: 2017-03-13",committed-13_447_6688_All
17047,cs_resurf,2017,4422,"TEXT, function: 2, on date: 2017-03-07",committed-13_448_3150_All
17051,cs_resurf,2017,536,"TEXT, function: 2, on date: 2017-03-07",committed-13_448_5460_All
17054,cs_resurf,2017,1708.5,"TEXT, function: 2, on date: 2017-03-07",committed-13_448_7300_All
17060,cs_resurf,2017,158,"2CHIP, function: R, on date: 2017-03-07",committed-13_448_9720_All
17061,cs_resurf,2017,1892,"2CHIP, function: R, on date: 2017-03-07",committed-13_449_0_All
17067,cs_resurf,2017,5925,"RACK, function: 2, on date: 2017-03-06",committed-13_449_2140_All
17192,cs_resurf,2017,1008,"2CHIP, function: R, on date: 2017-03-20",committed-13_1678_40_All
17204,cs_resurf,2017,2184,"2CHIP, function: R, on date: 2017-03-21",committed-13_1678_4240_All
17225,cs_resurf,2017,2541,"2CHIP, function: 2, on date: 2017-04-09",committed-13_1678_11030_All
17246,cs_resurf,2017,1650,"RACK, function: R, on date: 2017-01-25",committed-13_1679_15600_All
17323,cs_resurf,2017,1575,"RACK, function: R, on date: 2017-01-28",committed-13_1817_971_All
17424,cs_resurf,2017,6123,"TEXT, function: R, on date: 2017-02-28",committed-13_2568_360_All
17494,cs_resurf,2017,1070,"1CHIP, function: R, on date: 2017-01-26",committed-13_3807_10133_All
17496,cs_resurf,2017,11480,"RACK, function: 2, on date: 2017-04-06",committed-13_3807_10532_All
17497,cs_resurf,2017,3000,"2CHIP, function: R, on date: 2017-03-01",committed-13_3807_11680_All
17519,cs_resurf,2017,3296.7,"RACK, function: R, on date: 2017-02-01",committed-13_3822_8532_All
17630,cs_rehab,2017,4389,"2CHIP, function: 1, on date: 2017-12-13",committed-14_595_270_All
17632,cs_rehab,2017,2772,"2CHIP, function: 1, on date: 2017-12-13",committed-14_595_860_All
17790,cs_rehab,2017,2675.4,"2CHIP, function: 1, on date: 2017-12-25",committed-14_600_8683_All
17818,cs_rehab,2017,3698,"2CHIP, function: 1, on date: 2017-12-12",committed-14_601_2650_All
17821,cs_rehab,2017,3930.2,"2CHIP, function: 1, on date: 2017-11-25",committed-14_601_3343_All
17892,cs_resurf,2017,9728,"2CHIP, function: R, on date: 2017-01-27",committed-14_603_11460_All
17947,cs_resurf,2017,4860,"2CHIP, function: R, on date: 2017-03-09",committed-14_606_3460_All
18005,cs_resurf,2017,1248,"3CHIP, function: R, on date: 2017-02-02",committed-14_608_16230_All
18006,cs_resurf,2017,2600,"3CHIP, function: R, on date: 2017-02-02",committed-14_608_16350_All
18019,cs_resurf,2017,5251,"B/S, function: R, on date: 2017-11-23",committed-14_610_2960_All
18035,cs_resurf,2017,4377.5,"COMB, function: R, on date: 2017-11-27",committed-14_610_15050_All
18037,cs_resurf,2017,5183,"2CHIP, function: 2, on date: 2017-03-16",committed-14_611_35_All
18038,cs_resurf,2017,5102.7,"2CHIP, function: 2, on date: 2017-03-16",committed-14_611_745_All
18050,cs_resurf,2017,5670,"COMB, function: R, on date: 2017-11-23",committed-14_612_340_All
18054,cs_resurf,2017,4760,"COMB, function: R, on date: 2017-11-29",committed-14_612_3450_All
18080,cs_rehab,2017,7612,"1CHIP, function: 1, on date: 2017-12-04",committed-14_613_5205_All
18098,cs_resurf,2017,1204,"1CHIP, function: R, on date: 2017-04-10",committed-14_614_6140_All
18117,cs_resurf,2017,1872,"COMB, function: R, on date: 2017-03-30",committed-14_615_4910_All
18125,cs_resurf,2017,3655,"B/S, function: R, on date: 2017-03-28",committed-14_615_8000_All
18138,cs_resurf,2017,1011.5,"2CHIP, function: R, on date: 2017-03-23",committed-14_615_12835_All
18162,cs_resurf,2017,1840,"2CHIP, function: R, on date: 2017-02-23",committed-14_616_3470_All
18163,cs_resurf,2017,2000,"2CHIP, function: R, on date: 2017-02-24",committed-14_616_3700_All
18164,cs_resurf,2017,8000,"2CHIP, function: R, on date: 2017-02-27",committed-14_616_3950_All
18167,cs_resurf,2017,3240,"2CHIP, function: R, on date: 2017-03-16",committed-14_616_7395_All
18168,cs_resurf,2017,132.6,"2CHIP, function: R, on date: 2017-03-16",committed-14_616_7800_All
18169,cs_resurf,2017,2207.4,"2CHIP, function: R, on date: 2017-03-16",committed-14_616_7817_All
18170,cs_resurf,2017,2340,"2CHIP, function: R, on date: 2017-03-16",committed-14_616_8100_All
18171,cs_resurf,2017,1872,"2CHIP, function: R, on date: 2017-03-16",committed-14_616_8400_All
18172,cs_resurf,2017,117,"2CHIP, function: R, on date: 2017-03-16",committed-14_616_8640_All
18173,cs_resurf,2017,2691,"2CHIP, function: R, on date: 2017-03-21",committed-14_616_8655_All
18183,cs_resurf,2017,1996.8,"2CHIP, function: R, on date: 2017-02-15",committed-14_616_16580_All
18188,cs_resurf,2017,5840,"2CHIP, function: R, on date: 2017-03-09",committed-14_617_1620_All
18189,cs_resurf,2017,1932,"B/S, function: R, on date: 2017-03-22",committed-14_617_2350_All
18192,cs_resurf,2017,1671.6,"2CHIP, function: R, on date: 2017-03-01",committed-14_617_3381_All
18194,cs_resurf,2017,6864,"2CHIP, function: R, on date: 2017-02-09",committed-14_617_4520_All
18198,cs_rehab,2017,2511,"2CHIP, function: 1, on date: 2017-03-06",committed-14_617_7980_All
18204,cs_resurf,2017,1440,"2CHIP, function: R, on date: 2017-02-08",committed-14_617_13120_All
18205,cs_resurf,2017,640,"2CHIP, function: R, on date: 2017-02-08",committed-14_617_13300_All
18220,cs_resurf,2017,4632,"1CHIP, function: R, on date: 2017-02-15",committed-14_625_4146_All
18297,cs_resurf,2017,198,"2CHIP, function: R, on date: 2017-02-15",committed-14_637_0_All
18298,cs_resurf,2017,360,"2CHIP, function: R, on date: 2017-02-15",committed-14_637_33_All
18334,ac_resurf,2017,1497.6,"AC, function: R, on date: 2017-04-23",committed-14_655_3762_L1
18336,ac_resurf,2017,884,"AC, function: R, on date: 2017-04-23",committed-14_655_4050_L1
18405,ac_resurf,2017,6588,"AC, function: R, on date: 2017-04-28",committed-14_662_2670_All
18538,cs_rehab,2017,4960,"2CHIP, function: 1, on date: 2017-02-09",committed-14_682_5380_All
18554,cs_resurf,2017,10080,"2CHIP, function: 2, on date: 2017-02-24",committed-14_682_14515_All
18655,cs_resurf,2017,6246.8,"2CHIP, function: R, on date: 2017-11-03",committed-14_692_7221_All
18656,cs_resurf,2017,7176,"2CHIP, function: R, on date: 2017-11-03",committed-14_692_7900_All
18658,cs_resurf,2017,9384,"2CHIP, function: R, on date: 2017-11-02",committed-14_692_9580_All
18665,cs_resurf,2017,11242.4,"2CHIP, function: R, on date: 2017-11-01",committed-14_692_14938_All
18669,cs_resurf,2017,2920.2,"2CHIP, function: R, on date: 2017-11-01",committed-14_693_2000_All
18710,cs_resurf,2017,4012,"2CHIP, function: R, on date: 2017-10-31",committed-14_694_5500_All
18711,cs_resurf,2017,102,"2CHIP, function: R, on date: 2017-10-31",committed-14_694_6090_All
18712,cs_resurf,2017,8245.5,"2CHIP, function: 2, on date: 2017-10-31",committed-14_694_6105_All
18726,cs_resurf,2017,2775,"2CHIP, function: R, on date: 2017-10-30",committed-14_694_13750_All
18778,cs_rehab,2017,3168,"2CHIP, function: 1, on date: 2017-02-02",committed-14_1712_3240_All
18788,cs_resurf,2017,1935,"2CHIP, function: R, on date: 2017-02-14",committed-14_1713_0_All
18792,cs_resurf,2017,1505,"2CHIP, function: R, on date: 2017-02-13",committed-14_1713_2420_All
18813,cs_resurf,2017,2880,"2CHIP, function: R, on date: 2017-02-12",committed-14_1713_12960_All
18840,ac_resurf,2017,2526,"SMA, function: 2, on date: 2017-10-05",committed-14_1715_1964_R1
18841,ac_resurf,2017,2526,"SMA, function: 2, on date: 2017-10-05",committed-14_1715_1964_R2
19068,cs_resurf,2017,3009.6,"2CHIP, function: R, on date: 2017-02-14",committed-14_1841_8550_All
19100,ac_resurf,2017,990,"SMA, function: R, on date: 2017-04-20",committed-14_1845_0_All
19125,cs_rehab,2017,2550,"2CHIP, function: 1, on date: 2017-05-15",committed-14_2541_60_All
19127,cs_resurf,2017,5950,"2CHIP, function: 2, on date: 2017-02-28",committed-14_2541_550_All
19129,cs_rehab,2017,4165,"2CHIP, function: 1, on date: 2017-04-20",committed-14_2541_1830_All
19137,cs_resurf,2017,5185,"2CHIP, function: R, on date: 2017-04-08",committed-14_2541_8190_All
19239,ac_resurf,2017,2538,"AC, function: 2, on date: 2017-04-14",committed-14_2761_12030_R1
19240,ac_resurf,2017,3510,"AC, function: 2, on date: 2017-04-14",committed-14_2761_12500_R1
19241,ac_resurf,2017,1614.6,"AC, function: 2, on date: 2017-04-14",committed-14_2761_12900_L1
19283,ac_resurf,2017,2378,"AC, function: R, on date: 2017-06-07",committed-14_2769_1535_All
19285,ac_resurf,2017,788.8,"SMA, function: R, on date: 2017-04-20",committed-14_2769_2450_All
19472,ac_rehab,2017,346.5,"SMA, function: 1, on date: 2017-02-15",committed-14_3589_5523_R1
19563,cs_rehab,2017,1540,"2CHIP, function: 1, on date: 2017-10-15",committed-14_3735_7895_L1
19565,cs_rehab,2017,4080,"2CHIP, function: 1, on date: 2017-10-15",committed-14_3735_8280_L1
19658,cs_rehab,2017,4553.9,"2CHIP, function: 1, on date: 2017-06-28",committed-15_423_8287_All
19673,cs_resurf,2017,1342,"2CHIP, function: R, on date: 2017-03-31",committed-15_424_1650_All
19685,cs_resurf,2017,1108.8,"2CHIP, function: R, on date: 2017-03-31",committed-15_424_4466_All
19704,cs_resurf,2017,16926.4,"RACK, function: 2, on date: 2017-04-10",committed-15_424_8477_All
19762,cs_rehab,2017,1231.2,"1CHIP, function: 1, on date: 2017-03-08",committed-15_430_1725_All
19763,cs_rehab,2017,4286.4,"1CHIP, function: 1, on date: 2017-03-08",committed-15_430_1887_All
19764,cs_rehab,2017,7957.2,"1CHIP, function: 1, on date: 2017-03-08",committed-15_430_2451_All
19861,cs_resurf,2017,6636,"RACK, function: R, on date: 2017-04-08",committed-15_959_7100_All
19862,cs_resurf,2017,4628.8,"RACK, function: R, on date: 2017-04-08",committed-15_959_7574_All
19935,cs_rehab,2017,4581.5,"1CHIP, function: 1, on date: 2017-04-11",committed-15_964_15360_All
19936,cs_rehab,2017,807.5,"1CHIP, function: 1, on date: 2017-04-11",committed-15_964_15899_All
19937,cs_rehab,2017,7862.5,"1CHIP, function: 1, on date: 2017-04-11",committed-15_964_15994_All
19970,cs_resurf,2017,2700,"RACK, function: 2, on date: 2017-04-11",committed-15_967_7126_All
19972,cs_resurf,2017,4050,"RACK, function: R, on date: 2017-04-11",committed-15_967_7730_All
19993,cs_resurf,2017,3060,"3CHIP, function: 2, on date: 2017-04-09",committed-15_970_3600_All
20038,cs_resurf,2017,10807.6,"3CHIP, function: R, on date: 2017-03-31",committed-15_975_3951_All
20044,cs_resurf,2017,23557.5,"3CHIP, function: 2, on date: 2017-04-10",committed-15_977_1088_All
20102,ac_resurf,2017,676.2,"SMA, function: R, on date: 2017-04-03",committed-15_1039_12358_All
20104,ac_resurf,2017,1710,"AC, function: R, on date: 2017-04-29",committed-15_1039_12655_All
20105,ac_resurf,2017,1890,"AC, function: R, on date: 2017-04-29",committed-15_1039_12845_All
20108,ac_resurf,2017,2447.7,"SMA, function: R, on date: 2017-03-31",committed-15_1039_14113_All
20110,ac_resurf,2017,345,"AC, function: R, on date: 2017-04-01",committed-15_1039_14837_All
20112,cs_resurf,2017,552,"2CHIP, function: R, on date: 2017-03-19",committed-15_1039_15430_All
20120,cs_resurf,2017,489.6,"3CHIP, function: R, on date: 2017-03-20",committed-15_1039_16279_All
20150,cs_resurf,2017,4013.1,"2CHIP, function: R, on date: 2017-03-10",committed-15_1055_1400_All
20153,cs_resurf,2017,3958.5,"3CHIP, function: 2, on date: 2017-03-10",committed-15_1055_4265_All
20223,cs_resurf,2017,4582.5,"2CHIP, function: R, on date: 2017-03-21",committed-15_1064_40_All
20225,cs_resurf,2017,5085,"2CHIP, function: R, on date: 2017-03-28",committed-15_1064_495_All
20227,cs_resurf,2017,4294,"2CHIP, function: R, on date: 2017-03-21",committed-15_1064_780_All
20293,cs_resurf,2017,3300,"RACK, function: R, on date: 2017-03-23",committed-15_1071_12200_All
20367,cs_resurf,2017,3762,"2CHIP, function: R, on date: 2017-03-15",committed-15_1080_800_All
20395,cs_resurf,2017,1139,"3CHIP, function: R, on date: 2017-03-16",committed-15_1080_11200_All
